Symbol,Close,Open,High,Low,Volume,Value,Date,OpenInt
VNG,8400.0,8510.0,8520.0,8300.0,2600.0,0.0,2024-06-07,0.0
VNG,8440.0,8440.0,8450.0,8310.0,11800.0,0.0,2024-06-10,0.0
VNG,8430.0,8410.0,8440.0,8260.0,16300.0,0.0,2024-06-11,0.0
VNG,8660.0,8430.0,8890.0,8300.0,23000.0,0.0,2024-06-12,0.0
VNG,8630.0,8630.0,8630.0,8630.0,800.0,0.0,2024-06-13,0.0
VNG,8400.0,8630.0,8630.0,8340.0,13600.0,0.0,2024-06-14,0.0
VNG,8300.0,8400.0,8400.0,8300.0,7600.0,0.0,2024-06-17,0.0
VNG,8500.0,8500.0,8500.0,8480.0,1200.0,0.0,2024-06-18,0.0
VNG,8400.0,8500.0,8500.0,8330.0,12700.0,0.0,2024-06-19,0.0
VNG,8330.0,8800.0,8800.0,8300.0,23500.0,0.0,2024-06-20,0.0
VNG,8300.0,8330.0,8390.0,8300.0,21600.0,0.0,2024-06-21,0.0
VNG,8270.0,8300.0,8330.0,8250.0,24900.0,0.0,2024-06-24,0.0
VNG,8570.0,8580.0,8590.0,8270.0,20400.0,0.0,2024-06-25,0.0
VNG,9150.0,8570.0,9150.0,8400.0,115300.0,0.0,2024-06-26,0.0
VNG,9780.0,9150.0,9780.0,8700.0,103600.0,0.0,2024-06-27,0.0
VNG,10000.0,9740.0,10000.0,9200.0,258900.0,0.0,2024-06-28,0.0
VNG,9310.0,10150.0,10150.0,9300.0,19900.0,0.0,2024-07-01,0.0
VNG,9150.0,9400.0,9400.0,9100.0,3200.0,0.0,2024-07-02,0.0
VNG,9000.0,9150.0,9490.0,9000.0,10400.0,0.0,2024-07-03,0.0
VNG,8900.0,8820.0,9300.0,8750.0,3400.0,0.0,2024-07-04,0.0
VNG,8700.0,8900.0,8900.0,8700.0,6500.0,0.0,2024-07-05,0.0
VNG,8550.0,8660.0,8660.0,8500.0,9500.0,0.0,2024-07-08,0.0
VNG,8890.0,8600.0,8890.0,8600.0,4900.0,0.0,2024-07-09,0.0
VNG,8550.0,8890.0,8890.0,8500.0,4600.0,0.0,2024-07-10,0.0
VNG,8560.0,8500.0,8560.0,8500.0,300.0,0.0,2024-07-11,0.0
VNG,8570.0,8560.0,8800.0,8550.0,3600.0,0.0,2024-07-12,0.0
VNG,8900.0,8540.0,8900.0,8530.0,2300.0,0.0,2024-07-15,0.0
VNG,8530.0,8500.0,8540.0,8500.0,800.0,0.0,2024-07-16,0.0
VNG,8970.0,8540.0,8970.0,8540.0,5700.0,0.0,2024-07-17,0.0
VNG,8870.0,8960.0,8960.0,8440.0,800.0,0.0,2024-07-18,0.0
VNG,8450.0,8560.0,8560.0,8450.0,600.0,0.0,2024-07-19,0.0
VNG,8390.0,8400.0,8410.0,8370.0,4100.0,0.0,2024-07-22,0.0
VNG,8390.0,8390.0,8390.0,8390.0,0.0,0.0,2024-07-23,0.0
VNG,8310.0,8300.0,8500.0,8300.0,1100.0,0.0,2024-07-24,0.0
VNG,8360.0,8200.0,8360.0,8200.0,3900.0,0.0,2024-07-25,0.0
VNG,8400.0,8360.0,8490.0,8360.0,8300.0,0.0,2024-07-26,0.0
VNG,8310.0,8400.0,8400.0,8310.0,1500.0,0.0,2024-07-29,0.0
VNG,8450.0,8450.0,8450.0,8450.0,900.0,0.0,2024-07-30,0.0
VNG,9040.0,9040.0,9040.0,9040.0,52600.0,0.0,2024-07-31,0.0
VNG,9300.0,9650.0,9650.0,9000.0,25200.0,0.0,2024-08-01,0.0
VNG,9360.0,8730.0,9360.0,8650.0,33400.0,0.0,2024-08-02,0.0
VNG,8710.0,8810.0,8810.0,8710.0,21600.0,0.0,2024-08-05,0.0
VNG,8330.0,8710.0,8710.0,8220.0,14200.0,0.0,2024-08-06,0.0
VNG,8600.0,8330.0,8650.0,8330.0,4200.0,0.0,2024-08-07,0.0
VNG,8160.0,8020.0,8630.0,8020.0,4500.0,0.0,2024-08-08,0.0
VNG,8200.0,8160.0,8200.0,8160.0,700.0,0.0,2024-08-09,0.0
VNG,8580.0,8210.0,8580.0,8210.0,2900.0,0.0,2024-08-12,0.0
VNG,8400.0,8400.0,8400.0,8400.0,200.0,0.0,2024-08-13,0.0
VNG,8350.0,8390.0,8390.0,8350.0,500.0,0.0,2024-08-14,0.0
VNG,8400.0,8350.0,8400.0,8350.0,1200.0,0.0,2024-08-15,0.0
VNG,8600.0,8620.0,8620.0,8270.0,6200.0,0.0,2024-08-16,0.0
VNG,8380.0,8600.0,8600.0,8380.0,5500.0,0.0,2024-08-19,0.0
VNG,8550.0,8390.0,8550.0,8360.0,1500.0,0.0,2024-08-20,0.0
VNG,8550.0,8550.0,8550.0,8550.0,2200.0,0.0,2024-08-21,0.0
VNG,8550.0,8550.0,8550.0,8410.0,2300.0,0.0,2024-08-22,0.0
VNG,8410.0,8550.0,8550.0,8400.0,2300.0,0.0,2024-08-23,0.0
VNG,8500.0,8410.0,8500.0,8410.0,300.0,0.0,2024-08-26,0.0
VNG,8500.0,8500.0,8500.0,8500.0,1200.0,0.0,2024-08-27,0.0
VNG,8500.0,8500.0,8500.0,8500.0,700.0,0.0,2024-08-28,0.0
VNG,8500.0,8500.0,8500.0,8500.0,200.0,0.0,2024-08-29,0.0
VNG,8210.0,8500.0,8500.0,8210.0,1400.0,0.0,2024-08-30,0.0
VNG,8390.0,8300.0,8390.0,8000.0,8100.0,0.0,2024-09-04,0.0
VNG,8450.0,8440.0,8450.0,8440.0,300.0,0.0,2024-09-05,0.0
VNG,8310.0,8450.0,8790.0,8300.0,7900.0,0.0,2024-09-06,0.0
VNG,8300.0,8310.0,8310.0,8300.0,3300.0,0.0,2024-09-09,0.0
VNG,8180.0,8350.0,8350.0,8180.0,10700.0,0.0,2024-09-10,0.0
VNG,8430.0,8160.0,8430.0,8160.0,200.0,0.0,2024-09-11,0.0
VNG,8390.0,8400.0,8400.0,8390.0,1900.0,0.0,2024-09-12,0.0
VNG,8350.0,8380.0,8380.0,8350.0,1500.0,0.0,2024-09-13,0.0
VNG,8350.0,8350.0,8350.0,8350.0,400.0,0.0,2024-09-16,0.0
VNG,8300.0,8200.0,8300.0,8200.0,500.0,0.0,2024-09-17,0.0
